Nome: SAO PAULO - MIRANTE
Codigo Estacao: A701
Latitude: -23.496294
Longitude: -46.620088
Altitude: 785.64
Situacao: Operante
Data Inicial: 2017-04-12
Data Final: 2017-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(W/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2017-08-08;1900;0;925,9;1013,548687;925,9;925,8;1506,978;29;26,7;6,3;27;26,4;7;6,2;14,2;29;27;27;317;9,4;3,7;
2017-08-08;2000;0;926;1013,903446;926;925,8;644,185;28;25,9;7;26,9;25,9;7;6;12,8;30;27;30;298;7,9;1,7;
2017-08-08;2100;0;926,5;1014,759627;926,5;926;78,899;27;24,9;7,1;25,9;24,7;7,3;6,9;12,6;33;30;32;310;3,8;1,1;
2017-08-08;2200;0;927;1015,55593;927;926,5;-3,54;25;24,1;7,1;24,9;24;7,2;7;12,5;34;32;34;328;3,1;1,7;
2017-08-08;2300;0;927,5;1016,353905;927,5;927;-3,54;25;23,3;7,2;24,2;23,3;7,2;6,8;12,5;36;33;36;321;4,1;1,8;
2017-08-09;0000;0;927,3;1016,166114;927,5;927,3;-3,54;24;23,2;7;23,4;22,6;7,5;7;12,5;38;35;35;331;3,5;2,2;
2017-08-09;0100;0;927;1016,025982;927,3;927;-3,54;23;22,6;7,1;23,2;22,6;7,2;7;12,5;37;35;37;343;4,5;1,5;
2017-08-09;0200;0;926,8;1016,091146;927;926,7;-3,54;23;21,7;7,4;22,6;20,9;7,8;7,1;12,5;43;37;40;302;3,5;1,2;
2017-08-09;0300;0;926,4;1015,589285;926,8;926,4;-3,54;22;21,9;6,9;22,1;21,4;7,4;6,9;12,4;40;38;38;317;4,1;1,5;
2017-08-09;0400;0;926,6;1016,062428;926,7;926,4;-3,54;21;21,1;7,3;21,9;20;8,5;6,9;12,4;47;38;41;356;3,1;,7;
2017-08-09;0500;0;926,2;1015,465028;926,7;926,2;-3,54;21;21,6;6,7;21,9;20,8;7,4;6,5;12,4;42;37;38;331;6;2,8;
2017-08-09;0600;0;925,6;1015,093227;926,2;925,5;-3,54;21;20,7;6,8;21,6;20,6;7;6,6;12,4;41;38;41;299;5,7;1,1;
2017-08-09;0700;0;925,2;1014,622695;925,6;925,2;-3,54;21;20,8;6,7;20,8;20,1;6,9;6,7;12,4;42;40;40;315;3,3;1,7;
2017-08-09;0800;0;925,1;1014,640582;925,2;925;-3,54;21;20,4;6,7;20,9;20,3;6,8;6,6;12,3;41;40;41;311;3,7;1,7;
2017-08-09;0900;0;924,8;1014,184034;925,1;924,8;-3,54;21;20,8;6,5;21,2;20,4;6,8;6,5;12,3;41;39;39;332;5,9;2,5;
2017-08-09;1000;0;925,4;1015,873059;925,4;924,8;17,549;20;17,6;9;21;17,1;9;6,5;12,3;59;39;57;144;5,9;,5;
2017-08-09;1100;0;925,8;1015,058174;925,8;925,4;497,244;20;21,5;7,2;21,5;17,3;9,3;7,1;13,3;59;39;40;317;5;2,3;
2017-08-09;1200;0;926,6;1015,430398;926,6;925,8;1479,929;23;23,1;6,9;23,1;21,5;7,2;6,7;14,1;39;35;35;304;9,1;4,2;
2017-08-09;1300;0;926,9;1015,073932;927;926,6;2317,87;25;25,3;7;25,3;23,1;7,2;6,4;14,2;35;30;31;311;9;3;
2017-08-09;1400;0;926,6;1014,529646;927;926,6;2909,139;27;26;7;26,3;25,2;7,3;6,5;14,2;31;29;30;284;8,4;4,1;
2017-08-09;1500;0;926,1;1013,61499;926,6;926;3184,244;28;27,2;7,6;27,6;25,9;8,4;7,1;14,2;31;28;29;296;9,8;4,3;
2017-08-09;1600;0;925,5;1012,624582;926,1;925,5;3242,942;29;28,3;6,9;28,3;27,1;7,8;6,2;14,2;29;25;26;295;14,2;5,2;
2017-08-09;1700;0;924,9;1012,028545;925,5;924,9;2971,857;30;28,1;6,7;28,9;27,9;7,2;6,2;14,2;26;25;26;301;14,2;5,8;
2017-08-09;1800;0;924,6;1011,670061;924,9;924,6;2401,237;30;28,2;7,5;29,1;27,9;7,9;6,8;14,2;27;26;27;278;11,1;5,4;
2017-08-09;1900;0;924,6;1011,670061;924,7;924,5;1644,613;30;28,2;7,9;28,5;28;8,2;7,5;14,2;29;27;28;295;11,1;4;
2017-08-09;2000;0;924,8;1012,009941;924,8;924,6;770,53;30;27,8;8,2;28,2;27,8;8,3;7,7;12,9;29;28;29;293;8,7;2,8;
2017-08-09;2100;0;925,2;1012,843565;925,2;924,8;102,648;29;26,5;8,5;27,8;26,5;8,5;8,1;12,6;32;29;32;299;5,7;1,4;
2017-08-09;2200;0;925,5;1013,479076;925,5;925,1;-3,54;27;25,5;9,3;26,8;25,5;9,3;8,5;12,5;36;32;36;320;3,4;2,3;
2017-08-09;2300;0;926,5;1016,016464;926,5;925,5;-3,54;26;20,9;12,2;25,5;20,9;12,6;9,3;12,5;58;36;58;169;5,7;2,9;
2017-08-10;0000;0;927,3;1017,633408;927,3;926,5;-3,54;23;18,6;9,9;20,9;18,6;12,1;9,8;12,5;58;56;57;178;6;2;
2017-08-10;0100;0;927,9;1018,454374;927,9;927,3;-3,54;21;18,1;7,1;18,6;18,1;9,9;7,1;12,5;57;49;49;173;5,5;1,7;
2017-08-10;0200;0;928,3;1018,991243;928,3;927,9;-3,54;20;17,8;4,6;18,1;17,8;7;4,6;12,4;49;41;42;184;5,2;2,1;
2017-08-10;0300;0;928,7;1019,56115;928,7;928,3;-3,54;19;17,4;4,2;17,8;17,4;4,7;4,1;12,4;42;41;42;184;5,2;1,4;
2017-08-10;0400;0;928,5;1019,538492;928,7;928,5;-3,54;19;16,8;4,3;17,4;16,8;4,3;3,9;12,4;44;42;44;169;3,1;,6;
2017-08-10;0500;0;928,1;1019,296951;928,5;928,1;-3,54;18;16,2;5,5;16,8;16,2;5,5;4,3;12,4;49;44;49;172;2,3;,4;
2017-08-10;0600;0;927,9;1019,308962;928,1;927,8;-3,54;17;15,5;9,4;16,2;15,4;9,4;5,5;12,3;67;49;67;170;3,7;2;
2017-08-10;0700;0;927,8;1019,431928;927,9;927,7;-3,54;17;14,8;10,7;15,5;14,8;10,7;9,4;12,3;77;67;77;152;3,7;,9;
2017-08-10;0800;0;927,9;1019,508468;927,9;927,7;-3,489;16;14,9;11,1;15;14,6;11,2;10,7;12,3;78;77;78;128;3;1,3;
2017-08-10;0900;0;928,5;1020,034517;928,5;927,9;-1,542;16;15,3;11,4;15,4;14,9;11,5;11,1;12,3;78;77;77;115;4,3;1,8;
2017-08-10;1000;0;929;1020,484118;929;928,5;11,809;17;15,6;11,7;15,7;15,3;11,7;11,4;12,3;78;77;77;95;4,3;1,8;
2017-08-10;1100;0;929,8;1021,362899;929,8;929;112,179;17;15,6;12,4;15,8;15,5;12,4;11,6;12,3;81;77;81;105;5,2;2,3;
2017-08-10;1200;0;930;1021,483013;930,1;929,7;248,42;17;15,9;12,6;16;15,6;12,7;12,4;12,4;82;80;81;121;4,3;2,2;
2017-08-10;1300;0;930,3;1021,646983;930,4;930;394,386;18;16,4;12,6;16,6;15,9;12,8;12,5;12,6;81;78;78;124;4,2;1,8;
2017-08-10;1400;0;930,4;1021,558919;930,4;930,2;676,954;18;17;12,8;17;16,3;12,9;12,4;12,9;79;76;76;133;4,7;2,1;
2017-08-10;1500;0;930,1;1021,163776;930,5;930,1;764,653;19;17,2;12,7;17,6;16,9;12,9;12,4;12,9;76;73;75;142;4,4;1,9;
2017-08-10;1600;0;929,6;1020,450951;930,1;929,6;839,04;19;17,7;12,5;17,9;17,1;13;12,3;13,1;75;71;72;115;5,2;1,7;
2017-08-10;1700;0;929,2;1020,044572;929,6;929,2;743,782;20;17,6;12,6;18,1;17,4;12,9;12,4;12,9;74;71;72;153;6,3;1,9;
2017-08-10;1800;0;928,9;1019,747968;929,3;928,9;582,079;20;17,5;12,3;17,6;17,2;12,6;12,1;12,9;73;71;71;144;5,3;1,7;
2017-08-10;1900;0;929;1020,153378;929;928,9;339,893;19;16,6;12,2;17,5;16,6;12,3;12;12,7;75;71;75;158;5,3;2,4;
2017-08-10;2000;0;929,3;1020,614865;929,3;929;149,574;19;16,2;11,9;16,7;16,2;12,2;11,7;12,5;76;74;76;149;5,4;2,3;
2017-08-10;2100;0;929,8;1021,296502;929,9;929,3;15,426;18;15,8;11,9;16,2;15,7;12;11,8;12,4;78;76;78;132;5,7;2,7;
2017-08-10;2200;0;930;1021,549377;930;929,8;-1,367;18;15,7;11,6;15,9;15,7;11,9;11,5;12,4;78;76;76;126;5,6;2,6;
2017-08-10;2300;0;930,6;1022,341542;930,6;930;-1,109;17;15,3;11,7;15,8;15,3;11,9;11,6;12,4;79;76;79;143;6,1;2,6;
2017-08-11;0000;0;930,9;1022,771229;930,9;930,6;-1,09;17;15;11;15,3;14,9;11,6;11;12,3;79;77;77;132;6,3;3;
2017-08-11;0100;0;931,2;1023,06743;931,3;930,9;-1,557;17;15,1;10,6;15,2;14,9;11,2;10,6;12,3;78;75;75;126;6,4;2,2;
2017-08-11;0200;0;931,4;1023,387473;931,4;931,2;-1,467;17;14,8;9,9;15,1;14,8;10,7;9,7;12,2;75;71;72;128;6,4;2,9;
2017-08-11;0300;0;931,3;1023,311079;931,5;931,3;-2,25;16;14,7;9,2;14,9;14,7;10;9;12,2;73;69;70;131;6,3;2,2;
2017-08-11;0400;0;931,2;1023,335358;931,5;931,2;-1,787;16;14,3;8,4;14,7;14,3;9,3;8,4;12,2;70;67;68;131;5;2,7;
2017-08-11;0500;0;931;1023,216423;931,2;930,9;-2,507;16;14;7,8;14,3;13,9;8,4;7,7;12,2;68;66;66;111;7;2,7;
2017-08-11;0600;0;930,8;1023,063957;931;930,6;-2,838;15;13,8;7,3;14;13,8;7,9;7,3;12,2;66;65;65;124;6,8;3;
2017-08-11;0700;0;930,5;1022,801641;930,9;930,5;-3,333;15;13,6;7,6;13,8;13,5;7,6;7,3;12,2;67;65;67;108;6,6;3,2;
2017-08-11;0800;0;930,4;1022,860687;930,6;930,4;-3,54;15;13,1;7,5;13,6;13;8;7,5;12,2;71;67;69;86;5,9;2,7;
2017-08-11;0900;0;930,7;1023,326163;930,8;930,4;-3,54;14;12,7;7,6;13,1;12,7;7,6;7,5;12,2;71;69;71;99;5,6;2,2;
2017-08-11;1000;0;930,8;1023,436115;931;930,7;20,915;14;12,7;8,4;12,7;12,5;8,4;7,5;12,3;75;71;75;95;4,3;1,8;
2017-08-11;1100;0;930,9;1023,106518;930,9;930,6;615,567;14;14;8,6;14,1;12,7;9;8,4;13,5;76;70;70;95;6,9;3,7;
2017-08-11;1200;0;931,5;1023,296923;931,5;930,9;1615,77;16;15,4;8,3;15,8;14;8,9;7,9;14,2;70;61;62;108;8,2;4,7;
2017-08-11;1300;0;931,6;1022,909456;931,7;931,5;2459,468;18;16,9;8,3;17;15,4;8,6;7,9;14,2;62;57;57;108;8,8;4,2;
2017-08-11;1400;0;931,1;1021,836156;931,6;931,1;3050,183;20;18,5;7,9;18,9;16,8;8,7;7,8;14,2;57;50;50;113;8,6;3,9;
2017-08-11;1500;0;930,3;1020,472525;931,1;930,3;3382,739;21;20;7,4;20,3;18,3;8,3;6,6;14,2;51;43;44;95;8,3;3,4;
2017-08-11;1600;0;929,2;1018,785975;930,3;929,2;3377,585;22;21,5;7,3;21,8;19,7;8;6,2;14,2;45;39;40;114;7,6;2,6;
2017-08-11;1700;0;928,3;1017,38778;929,2;928,3;3059,69;24;22,8;7,7;23;21,3;8,4;6,9;14,2;40;37;38;123;6,1;2,5;
2017-08-11;1800;0;928,1;1017,73914;928,3;928;2428,669;25;21;11;23;20,9;11,1;7,5;14,2;53;37;53;143;7,8;3,3;
2017-08-11;1900;0;928,2;1018,426767;928,3;928,1;1670,385;24;19,2;11,3;21;19,2;11,6;10,8;14,3;60;52;60;149;7,7;3,6;
2017-08-11;2000;0;928,4;1018,970602;928,4;928,2;791,485;23;18,2;11,8;19,4;17,9;11,8;11,2;12,9;67;60;66;150;7,3;2,4;
2017-08-11;2100;0;929;1020,120435;929;928,4;102,472;21;16,7;11,8;18,2;16,7;11,9;11,4;12,6;73;66;73;152;6,6;2,6;
2017-08-11;2200;0;929,5;1020,702438;929,5;929;-1,764;20;16,6;12;16,7;16,4;12;11,7;12,5;75;73;74;111;6;2,2;
2017-08-11;2300;0;930;1021,416746;930;929,5;-2,729;19;16,1;11,6;16,7;16,1;12;11,5;12,5;75;73;75;114;6,7;3,4;
2017-08-12;0000;0;930,1;1021,692442;930,2;930;-,449;18;15,6;11,2;16,1;15,6;11,7;11,2;12,5;75;74;75;106;7,3;3,9;
2017-08-12;0100;0;930,2;1021,835538;930,2;930,1;-1,447;18;15,5;11,4;15,7;15,4;11,5;11,3;12,4;77;75;76;110;7,3;3,2;
2017-08-12;0200;0;930,1;1021,725687;930,2;930;-1,845;17;15,5;11,5;15,7;15,4;11,5;11,3;12,4;77;76;77;97;6,4;3;
2017-08-12;0300;0;929,6;1021,342931;930,1;929,6;-,594;17;15;11,4;15,5;14,9;11,6;11,3;12,4;79;77;79;93;8;4,1;
2017-08-12;0400;0;929,4;1021,189948;929,6;929,4;-1,245;17;14,8;11,3;15,1;14,8;11,5;11,3;12,4;80;79;80;100;8;4;
2017-08-12;0500;0;929,3;1021,113482;929,4;929,3;-,671;17;14,7;11,2;14,9;14,7;11,3;11,1;12,4;80;79;79;72;10,3;4,2;
2017-08-12;0600;0;929;1020,850714;929,4;929;-1,499;16;14,5;10,9;14,9;14,5;11,2;10,9;12,4;80;78;79;74;9,3;3,4;
2017-08-12;0700;0;928,7;1020,588001;929;928,7;-,393;16;14,3;10,9;14,5;14,3;11;10,8;12,4;80;79;80;84;9,9;4,7;
2017-08-12;0800;0;928,6;1020,545145;928,7;928,5;-,313;16;14,1;11;14,4;14;11;10,8;12,4;82;80;82;86;10,9;4,3;
2017-08-12;0900;0;929;1020,951205;929,1;928,6;-,934;16;14,2;11;14,2;14;11,1;10,9;12,3;82;81;81;83;9,8;3;
2017-08-12;1000;0;929,3;1021,280899;929,4;929;11,81;16;14,2;10,9;14,2;14;11;10,8;12,3;81;81;81;67;9;3,3;
2017-08-12;1100;0;929,8;1021,729811;929,8;929,3;184,856;16;14,5;11,1;14,5;14,1;11,2;10,9;12,4;81;80;80;76;9,2;3,7;
2017-08-12;1200;0;930,2;1021,902109;930,2;929,8;755,975;16;15,3;11,2;15,3;14,4;11,3;10,8;13,2;80;75;76;70;10,1;3,7;
2017-08-12;1300;0;930,3;1021,350512;930,5;930,1;1555,443;17;17,3;11,6;17,3;15,2;11,7;10,9;14,2;77;69;69;62;9;3,1;
2017-08-12;1400;0;930,3;1021,121249;930,3;930,2;2764,252;19;18;11,2;18,5;16,4;12,3;10,9;14,2;71;64;65;80;8,2;3,5;
2017-08-12;1500;0;929,8;1019,795495;930,3;929,8;3118,999;21;20,4;11,5;20,8;17,9;12,5;11;14,2;65;56;57;62;6,7;2,4;
2017-08-12;1600;0;928,9;1018,29826;929,8;928,9;3110,341;23;22;11,8;22,1;20;12,3;11,2;14,2;59;53;53;88;5;1,9;
2017-08-12;1700;0;927,9;1016,760858;928,9;927,9;2985,728;24;23,4;12,2;23,8;21,6;12,6;11,4;14,2;54;48;49;100;5;2,6;
2017-08-12;1800;0;927,6;1016,150908;927,9;927,6;2364,224;26;24,3;11,9;24,5;23,4;12,5;11,5;14,2;49;45;46;102;5,6;2,2;
2017-08-12;1900;0;927,3;1015,946996;927,6;927,3;1433,002;27;23,9;12,3;24,5;23,8;12,3;11,7;14,2;48;46;48;93;5,5;3,1;
2017-08-12;2000;0;927,4;1016,307092;927,4;927,2;683,213;26;23,1;12,4;24,2;23,1;12,5;12,2;12,8;51;48;51;89;5,7;2,6;
2017-08-12;2100;0;927,6;1017,063497;927,6;927,4;119,232;25;21,4;12,5;23,1;21,4;12,8;12,4;12,6;57;51;57;63;7,1;2,9;
2017-08-12;2200;0;927,8;1017,537907;927,9;927,6;-3,54;23;20,6;12,4;21,4;20,6;12,5;12,4;12,5;60;57;59;68;6,9;2,2;
2017-08-12;2300;0;928,1;1018,091423;928,2;927,8;-3,54;22;19,9;12,4;20,6;19,9;12,4;12,3;12,5;62;59;62;77;5,8;2;
2017-08-13;0000;0;928,2;1018,362181;928,2;927,9;-3,54;21;19,4;12,5;19,9;19,3;12,5;12,4;12,5;64;62;64;81;5,5;2,1;
2017-08-13;0100;0;928,3;1018,925997;928,3;928;-3,54;20;18;12,4;19,4;18;12,5;12,4;12,5;70;64;70;77;7,8;2,4;
2017-08-13;0200;0;928,4;1019,330136;928,5;928,3;-3,54;19;17,1;12,4;18;17,1;12,5;12,4;12,4;74;70;74;78;7,1;2,4;
2017-08-13;0300;0;928,2;1019,340782;928,4;928,2;-3,54;19;16,4;12,3;17,1;16,4;12,4;12,3;12,4;77;74;77;79;6,1;2,8;
2017-08-13;0400;0;928;1019,253202;928,3;928;-3,54;18;16;12,2;16,5;16;12,4;12,2;12,4;78;77;78;78;6,6;2,2;
2017-08-13;0500;0;927,6;1018,946252;928,2;927,5;-3,54;17;15,6;12,2;16;15,6;12,3;12,1;12,4;80;78;80;77;4,5;2,1;
2017-08-13;0600;0;926,9;1018,309987;927,6;926,9;-3,54;17;15,2;12,1;15,6;15,2;12,2;12;12,3;82;80;82;69;4,7;1,6;
2017-08-13;0700;0;926,8;1018,333165;927;926,8;-3,54;17;14,8;12;15,2;14,7;12,1;11,9;12,3;84;82;84;67;4,2;1,3;
2017-08-13;0800;0;927,1;1018,796264;927,1;926,8;-3,54;16;14,4;11,9;14,8;14,4;12,1;11,9;12,3;85;84;85;65;4,7;1,4;
2017-08-13;0900;0;927,3;1019,149935;927,3;927;-3,54;16;14;11,8;14,4;13,9;12;11,7;12,3;87;85;87;63;4,2;1,8;
2017-08-13;1000;0;927,8;1019,733011;927,8;927,3;17,37;15;13,9;12;14;13,8;12;11,8;12,3;88;87;88;59;6,1;2,2;
2017-08-13;1100;0;928,2;1020,03853;928,3;927,8;257,133;15;14,3;12,3;14,3;13,8;12,4;11,9;12,5;89;88;88;63;7,1;1,9;
2017-08-13;1200;0;928,6;1020,144375;928,7;928,2;795,469;16;15,3;12,7;15,3;14,1;12,7;12;13,4;88;84;84;44;5,4;2,2;
2017-08-13;1300;0;928,1;1018,51134;928,6;928,1;2170,613;18;18,6;12,8;18,6;15,4;13,1;12,2;14,2;84;69;69;61;4,6;2,2;
2017-08-13;1400;0;927,8;1017,187489;928,2;927,8;2857,031;21;21,7;12,3;22,4;18,6;13,6;12,3;14,2;69;55;55;49;4,3;1,6;
2017-08-13;1500;0;926,8;1015,150229;927,8;926,8;3130,436;24;24,7;12,7;24,7;21,7;13,4;12,4;14,2;56;47;47;72;3,6;1,6;
2017-08-13;1600;0;925,3;1012,285062;926,8;925,3;3194,098;26;28,7;10,5;28,7;24,7;13;10,5;14,2;47;32;32;59;4;1,5;
2017-08-13;1700;0;924,4;1011,030379;925,3;924,4;3025,05;29;29,6;9,2;30,3;28,3;10,9;8,3;14,2;32;26;28;353;8,2;2,4;
2017-08-13;1800;0;923,8;1010,463931;924,4;923,7;2186,179;30;29,3;7,5;30,2;28,9;9,2;6,9;14,2;28;24;25;347;7,2;2,9;
2017-08-13;1900;0;923,4;1010,056361;923,8;923,4;1450,264;31;29,2;7,9;29,9;28,8;8,5;6,9;14,2;27;25;26;335;9,5;3,3;
2017-08-13;2000;0;923,4;1010,508187;923,4;923,2;632,14;31;27,7;8,3;29,6;27,7;8,3;7,2;12,7;30;25;30;348;7;1,7;
2017-08-13;2100;0;924,1;1011,608817;924,1;923,4;77,535;29;26,6;8,4;27,7;26,6;8,4;8,3;12,6;32;29;32;325;4,2;1,5;
2017-08-13;2200;0;924,5;1012,476462;924,5;924,1;-3,54;27;25,2;9,3;26,7;25,2;9,3;7,7;12,5;37;30;37;18;3,8;,6;
2017-08-13;2300;0;924,7;1013,160763;924,7;924,5;-3,54;26;23,7;11,8;25,4;23,7;11,8;8,4;12,5;47;34;47;35;2,5;1;
2017-08-14;0000;0;925,2;1013,990277;925,2;924,7;-3,54;25;22,8;13,4;23,7;22,8;13,5;11,8;12,5;56;47;56;61;2,6;,9;
2017-08-14;0100;0;925,5;1014,476383;925,5;925,2;-3,54;24;22,3;13,1;22,8;22,3;13,5;13,1;12,5;57;56;56;77;4;1,7;
2017-08-14;0200;0;926,9;1016,20078;926,9;925,5;-3,346;24;21,7;13,4;22,3;21,4;13,4;13;12,5;60;56;59;219;6,8;2,4;
2017-08-14;0300;0;927,2;1016,403017;927,2;926,5;-3,533;23;22,1;12,4;22,3;21,2;13,3;12,4;12,4;60;54;54;243;6,8;1,9;
2017-08-14;0400;0;925,7;1015,011988;927,2;925,7;-3,54;23;21,3;12;22,1;21,3;12,3;11,7;12,4;56;52;56;331;5,5;1;
2017-08-14;0500;0;925,7;1015,234793;926,1;925,7;-3,54;22;20,6;13;21,4;20,5;13,1;12,1;12,4;62;56;62;326;3,8;1,4;
2017-08-14;0600;0;924,8;1014,503493;925,7;924,8;-3,54;22;19,8;12,8;20,6;19,8;13;12,8;12,4;65;62;64;27;4,3;1,7;
2017-08-14;0700;0;925,1;1014,832593;925,1;924,7;-3,54;21;19,8;12,7;19,9;19,6;12,9;12,6;12,4;65;63;64;18;3,8;,9;
2017-08-14;0800;0;925,6;1015,413191;925,6;925,1;-3,54;21;19,7;12,7;19,8;19,3;12,7;12,5;12,3;65;64;64;9;2,5;,9;
2017-08-14;0900;0;926,3;1015,892826;926,3;925,4;-3,54;21;20,6;12,1;20,6;19,7;12,7;12,1;12,3;64;59;59;320;6,6;1,5;
2017-08-14;1000;0;926,8;1016,729629;926,8;926,3;13,639;21;19,7;12,4;21;19,7;12,4;11,9;12,3;63;56;63;175;4,8;,9;
2017-08-14;1100;0;927,5;1016,858586;927,5;926,8;448,888;21;21,7;12,6;21,8;19,6;13,4;12,4;12,9;63;56;57;138;2;,1;
2017-08-14;1200;0;928,3;1017,608845;928,3;927,5;1107,004;23;22,1;12,8;22,3;21,3;13,4;12,6;13,1;59;55;56;288;4;1,1;
2017-08-14;1300;0;928,8;1018,093641;929;928,2;1312,296;24;22,3;12,9;23;21,8;13,2;12,6;13,3;57;53;55;244;6,2;2,7;
2017-08-14;1400;0;928,7;1017,952411;929;928,7;1191,505;25;22,4;13,4;22,5;22;13,4;12,9;13,5;57;55;57;210;6,2;2,1;
2017-08-14;1500;0;928;1017,21673;928,7;928;1328,634;25;22,3;13,3;23,2;22,1;13,9;13,1;13,5;58;55;57;148;6,2;1;
2017-08-14;1600;0;927,5;1016,197358;928;927,5;2024,285;26;23,8;13,4;24;22,3;14;12,9;14,2;57;51;52;211;4,2;1,4;
2017-08-14;1700;0;927,3;1016,166114;927,5;927;2705,069;27;23,2;13,7;25,8;23,1;14,1;12,5;14,2;55;46;55;156;6,6;3,1;
2017-08-14;1800;0;927,8;1017,282786;927,8;927,3;1759,039;27;21,4;12,3;23,3;21,3;13,6;12,2;14,2;57;53;56;150;6,6;2,8;
2017-08-14;1900;0;928,2;1018,297687;928,3;927,6;1096,23;25;19,6;12,7;21,4;19,4;12,9;11,9;14,3;65;56;64;137;7,6;3,1;
2017-08-14;2000;0;928,9;1019,551964;928,9;928,2;586,488;23;18,1;12,4;19,7;17,9;12,8;11,9;12,6;70;64;69;146;7,6;2;
2017-08-14;2100;0;928,9;1020,010627;929,1;928,8;34,422;21;16,7;12,2;18,1;16,5;12,6;12;12,5;76;69;75;139;6,5;2,2;
2017-08-14;2200;0;929,4;1020,724692;929,4;928,9;-,656;20;16,2;11,9;16,8;16;12,4;11,9;12,5;78;74;76;143;5,9;1,9;
2017-08-14;2300;0;929,7;1021,153503;929,7;929,3;-,899;19;15,9;10,9;16,3;15,9;12;10,9;12,5;76;72;72;140;5;1,9;
2017-08-15;0000;0;929,8;1021,296502;929,9;929,6;-1,298;18;15,8;11,2;16;15,5;11,3;10,9;12,4;76;72;74;143;5,4;2;
2017-08-15;0100;0;929,8;1021,329689;929,9;929,7;-2,103;18;15,7;11,1;15,8;15,5;11,4;11,1;12,4;76;74;74;119;5,5;1,8;
2017-08-15;0200;0;929,9;1021,472747;930;929,7;-2,073;18;15,6;11,2;15,8;15,5;11,2;10,8;12,4;75;73;75;150;5,4;2;
2017-08-15;0300;0;929,7;1021,419448;930;929,7;-2,483;17;15,1;10,5;15,6;15,1;11,3;10,4;12,4;75;73;74;149;5,2;2,3;
2017-08-15;0400;0;929;1020,583809;929,8;929;-2,806;17;15,3;10,3;15,3;15,1;10,5;10;12,4;74;71;72;127;4,8;1,7;
2017-08-15;0500;0;928,4;1019,991197;929,1;928,4;-1,687;17;15,1;10,5;15,4;15,1;10,7;10,3;12,3;74;72;74;109;6,2;3,3;
2017-08-15;0600;0;928,8;1020,364092;928,8;928,3;-1,255;17;15,3;10,4;15,3;15,1;10,7;10,3;12,3;75;72;73;145;6,2;2;
2017-08-15;0700;0;928,6;1020,07792;928,8;928,4;-1,299;17;15,5;10,9;15,5;15,3;11;10,4;12,3;75;72;74;110;5,4;2,1;
2017-08-15;0800;0;928,6;1020,210928;928,7;928,4;-1,651;17;15,1;10,8;15,6;15,1;10,9;10,3;12,3;75;71;75;113;6,2;3,4;
2017-08-15;0900;0;929,4;1021,2568;929,4;928,6;-2,109;17;14,6;12,4;15,2;14,5;12,4;10,8;12,3;87;75;87;136;5,8;2;
2017-08-15;1000;0;929,5;1021,333242;929,5;929,1;10,795;16;14,7;12,7;14,8;14,5;12,8;12,5;12,3;88;87;88;116;5,5;2,3;
2017-08-15;1100;0;930,2;1022,202875;930,3;929,5;84,441;16;14,4;12,4;15;14,3;12,7;12,1;12,3;88;85;87;146;6,5;1,9;
2017-08-15;1200;0;931,1;1023,158342;931,3;930,2;277,65;16;14,5;12,2;14,5;14,3;12,6;12,2;12,4;88;86;86;145;5,5;2,4;
2017-08-15;1300;0;931,3;1023,378116;931,3;930,7;303,477;16;14,5;11,2;14,6;14,3;12,2;11,2;12,4;86;81;81;155;8;2,8;
2017-08-15;1400;0;930,9;1022,737834;931,3;930,8;432,518;16;15,1;11,4;15,1;14,4;11,4;10,9;12,7;81;79;79;142;7,3;2,5;
2017-08-15;1500;0;930,9;1022,737834;931,1;930,9;339,11;17;15,1;10,6;15,3;14,8;11,4;10,6;12,5;79;74;75;175;6,5;2,6;
2017-08-15;1600;1,2;930,6;1022,810455;930,9;930,5;202,926;16;13,9;11;15,1;13,9;11;10,6;12,3;82;75;82;161;6,5;1,9;
2017-08-15;1700;2,8;929,5;1021,534258;930,6;929,5;522,054;16;14,1;11,8;14,1;13,7;11,8;11;12,8;86;82;86;67;4,4;1,5;
